  ,Variable,coord.coord_Dim1,coord.coord_Dim2,coord.coord_Dim3,cos2.cos2_Dim1,cos2.cos2_Dim2,cos2.cos2_Dim3,contrib.contrib_Dim1,contrib.contrib_Dim2,contrib.contrib_Dim3,
admiration,admiration,-0.739423431659744,0.43093183910579,0.136253656795878,0.54674701128722,0.185702249955012,0.0185650589902402,0.721447557408041,0.816482500606933,0.199930634363608
affection,affection,-0.812246262380099,0.334416247071048,0.203674836406743,0.659743990750138,0.111834226305033,0.0414834389852943,0.870550146256364,0.491704805779658,0.44674300664889
aggravation,aggravation,0.863935299632813,0.109590175894098,-0.0271994313839444,0.746384201951294,0.0120100066524939,0.000739809067609556,0.98487426226247,0.0528047466646724,0.00796714388426592
aggression,aggression,0.76735621101135,0.0383926303910754,-0.0722315080381536,0.5888355545774,0.00147399406834498,0.00521739075346324,0.776984535433932,0.00648075272697934,0.0561870686008133
agitation,agitation,0.418380298831308,0.444938411454315,0.167868567198315,0.175042074450092,0.197970189987395,0.0281798558532019,0.230972779820678,0.870421310488688,0.303474201723119
alarm,alarm,0.684303682250319,0.208775045530961,0.368454116612341,0.4682715295411,0.0435870196364322,0.13575843604851,0.617897024065675,0.191640320972854,1.46200829491899
alienation,alienation,0.456231149067306,0.45072801610555,-0.146322411345777,0.208146861379174,0.203155744502346,0.0214102480620325,0.274655446896027,0.893220789323372,0.230571014030971
amusement,amusement,-0.774406241762417,0.11380096393099,0.227910903794015,0.599705027280311,0.0129506593916164,0.0519433800681804,0.791327100404433,0.0569405420081733,0.55938809208637
anger,anger,0.82213502672545,-0.0134637872154237,0.151892295545775,0.675906002168493,0.000181273566182109,0.0230712694461528,0.891876360062561,0.000797010777447074,0.24845886772395
animosity,animosity,0.67533679771135,0.188579091849494,0.0427920124807807,0.456079790342795,0.0355620738827625,0.00183115633215439,0.601809692477935,0.156356807834054,0.0197200691524353
annoyance,annoyance,0.849914764690458,0.111697034160259,0.286569328173683,0.722355107238465,0.0124762274401916,0.0821219798498741,0.953167217999977,0.0548545932048575,0.884387145508834
antagonism,antagonism,0.671393435158509,0.108958007835401,0.0801500930693544,0.450769144773707,0.0118718474714531,0.00642403741902281,0.594802151156311,0.0521972981623266,0.0691816749430243
anticipation,anticipation,-0.221334335928844,0.561208235724788,0.226630208560754,0.0489888882610393,0.314954683845182,0.0513612514322669,0.0646421709610334,1.38477044788676,0.553119038617669
antipathy,antipathy,0.884012764763437,0.145165088346973,-0.0486090957945636,0.781478568264288,0.0210729028747734,0.00236284419396383,1.03118223346787,0.0926518469130623,0.0254459163771003
anxiety,anxiety,0.788519224505631,0.22091800525971,0.375574547972655,0.621762567414664,0.0488047650479059,0.141056241084797,0.82043262475819,0.214581334461495,1.51906136015273
apathy,apathy,0.775809124885584,0.246311702588862,-0.134501592475763,0.601879798255436,0.0606694548321936,0.0180906783785073,0.794196769877787,0.266747162211825,0.194821939762461
apprehension,apprehension,0.246816459685295,0.537282190582657,0.484509224409417,0.0609183647715556,0.288672152317169,0.234749188537709,0.080383439796514,1.26921327467278,2.52805844599574
approval,approval,-0.640738593799822,-0.00972062631357147,0.196988017454982,0.410545945584371,9.44905759280517e-05,0.0388042790208253,0.541726545424193,0.000415449472131959,0.417890625865224
